"","logFC","logCPM","LR","PValue","FDR"
"hsa-miR-146a-3p",-0.704872544165597,2.94010452656321,1.19899305326178,0.273523027408848,0.411562686101163
"hsa-miR-137-5p",-1.08690065967383,2.20283124603082,1.17528863612749,0.278317226882503,0.417800219376066
"hsa-miR-210-3p",0.18408756131183,8.31992136961296,1.16836492515965,0.279737459212466,0.41838960892283
"hsa-miR-6818-3p",1.11697714461357,2.10454308002919,1.16704525035491,0.280009194791522,0.41838960892283
"hsa-miR-3689b-5p",0.192768809810051,7.89265253217413,1.15112428895944,0.283313920216714,0.422347603286027
"hsa-miR-301a-3p",-0.580594256748472,3.29371982063813,1.1428558510279,0.285049679642145,0.423953796049749
"hsa-miR-4684-3p",-1.0143282348707,2.46948299037957,1.13540743692886,0.286624854965313,0.42531430091627
"hsa-miR-18a-3p",0.237985827302889,6.40746514262326,1.12656856218459,0.288508456044797,0.427125162512297
"hsa-miR-1908-5p",0.407487889033223,4.29536444716224,1.11771617455425,0.290410752594147,0.428025565025903
"hsa-let-7a-5p",0.148863180527043,15.1253400789493,1.11755322218204,0.29044591912472,0.428025565025903
"hsa-miR-181a-2-3p",0.159717902606931,9.28051301516265,1.09718174511684,0.294885426371866,0.432043520349762
"hsa-miR-6747-3p",0.352343405994335,5.29758635998883,1.09662511029934,0.295007946288186,0.432043520349762
"hsa-miR-3150a-5p",0.553773331421485,3.42305506360571,1.09582117634512,0.295185013903564,0.432043520349762
"hsa-miR-873-5p",0.865220988119954,2.29075691312597,1.08304913519984,0.298016443723996,0.435198616231867
"hsa-miR-10527-5p",0.648099886166095,2.81489182877488,1.06373991761608,0.302363743768991,0.43983301078296
"hsa-miR-503-5p",-0.42875304489949,4.35241724966448,1.0628945277189,0.302555937541695,0.43983301078296
"hsa-miR-1262",0.381641769454322,4.59429266445824,1.05166914976141,0.30512297967194,0.442565763307949
"hsa-miR-597-3p",0.52138629419364,3.28014368105739,1.02085409866497,0.312316500194102,0.451981631741577
"hsa-miR-194-5p",-0.509445455827915,4.00146177009798,1.0127862966097,0.314236252710165,0.453379771602777
"hsa-miR-340-3p",-0.252995221788471,6.11238257751654,1.01088623609906,0.314690617867145,0.453379771602777
"hsa-miR-1306-3p",0.766598086303581,2.64543834053614,1.00203688831705,0.316818141968329,0.455426079079474
"hsa-miR-937-3p",0.360331012923253,5.38116144029285,0.989110092100868,0.319959973055007,0.458918090528785
"hsa-miR-450a-5p",0.579168103819845,3.29337287490397,0.97242346929084,0.324076515501292,0.463789502184071
"hsa-miR-548x-5p",-0.646046978776577,3.04812626174334,0.968209433813705,0.325127147242879,0.464261380985398
"hsa-miR-330-3p",0.191740940895064,8.54723945497978,0.964244295057563,0.32611984227963,0.464648624840889
"hsa-miR-3059-5p",-0.520657910571495,3.74378327294968,0.953475345815922,0.328836252788082,0.467484650762748
"hsa-miR-378i",-0.456628885882643,4.2012821914535,0.941743918447592,0.331829753655747,0.470701236463218
"hsa-miR-215-5p",-0.472318465816087,3.74053987010968,0.937361738045522,0.332957259959529,0.470815804514063
"hsa-miR-128-3p",-0.157835674280047,11.9391274542637,0.934930509932428,0.333585003974155,0.470815804514063
"hsa-miR-1910-5p",0.332365049787604,5.00798691041105,0.932925985948894,0.334103761898954,0.470815804514063
"hsa-miR-328-3p",-0.244320724648947,6.33885084799387,0.9281916721617,0.33533325919072,0.471202692955299
"hsa-miR-4498",0.856756894958929,2.290754236188,0.926240757265415,0.335841670910687,0.471202692955299
"hsa-miR-532-3p",0.481994307028479,3.50271637016012,0.915895043582481,0.338555113217062,0.473977158503887
"hsa-miR-548az-5p",-0.508885963005177,3.67153093689455,0.903532853901533,0.341836186159427,0.476706997453578
"hsa-miR-15a-5p",-0.459143287653161,3.8121662082855,0.902974252459218,0.341985454694958,0.476706997453578
"hsa-miR-3615",0.476313458114483,3.60071689036811,0.882381589664904,0.347550209955033,0.483417570650196
"hsa-miR-1292-5p",0.213257147904741,6.51042241653681,0.867764877841466,0.351574828966295,0.487961616065289
"hsa-miR-1306-5p",-0.482703925837317,3.54641598800088,0.86484008270578,0.352387763977503,0.488038107530134
"hsa-miR-548ad-5p",-1.01430154308725,2.15143048562683,0.855720333657406,0.354939103698079,0.490516701247989
"hsa-let-7e-5p",-0.277866898817343,6.08483079831842,0.844120009509191,0.358221098370153,0.493992264133572
"hsa-miR-138-5p",0.419446475788558,3.66600377137514,0.838433627599683,0.359845138675484,0.495171515613273
"hsa-miR-191-5p",-0.133900333099996,11.9218489068358,0.823294600038416,0.364218659848253,0.500121144866258
"hsa-miR-6733-5p",-0.79426578151087,2.37916406596061,0.798825472561224,0.371444766063837,0.508958360308747
"hsa-miR-548j-5p",-0.538735912905323,3.14915205858573,0.769611797636268,0.380337172623244,0.519689335129295
"hsa-miR-9901",-0.490931804533571,3.34725767807483,0.765396811533458,0.381644863397758,0.519689335129295
"hsa-miR-326",-0.805456078782136,2.37990756187839,0.763881355512698,0.382116585234108,0.519689335129295
"hsa-miR-9985",0.366382985370201,3.96303086563939,0.762637884329828,0.382504262191438,0.519689335129295
"hsa-miR-874-3p",-0.375881918585631,4.23240831117089,0.743736847760461,0.388466455757324,0.526678731595192
"hsa-miR-6716-3p",0.603846147205262,2.73203960007278,0.729804826835482,0.392946459021873,0.531633444559004
"hsa-miR-942-3p",-0.641678706598031,2.71459601103132,0.691260751214043,0.405735883289109,0.547785972407099
"hsa-miR-767-5p",-0.172017580712147,7.63817505284594,0.676274172224519,0.41087265952767,0.552525543639368
"hsa-miR-378g",-0.210371792408475,6.01024341902942,0.674150362414082,0.411608333278724,0.552525543639368
"hsa-miR-654-3p",-0.369689261133542,3.90114631905095,0.673539529863291,0.411820280973442,0.552525543639368
"hsa-miR-615-3p",0.384694880061962,6.77546799775563,0.667636704548581,0.413876774705006,0.554130234740174
"hsa-miR-1185-1-3p",-0.686196821559185,2.32360493481883,0.656572369259886,0.417772640207463,0.55708228660771
"hsa-miR-146b-5p",0.147303900275214,8.48747923667439,0.656462172172806,0.417811714955783,0.55708228660771
"hsa-miR-23b-3p",0.187905666852288,7.51696644163723,0.650800187644145,0.419826736822943,0.55861243494623
"hsa-miR-3155a",-0.671591363793951,2.54129899332386,0.64054804374706,0.423512412258803,0.562354625762204
"hsa-miR-411-5p",-0.437814555172294,3.60520446630215,0.633906253445365,0.425926084376179,0.564395881354443
"hsa-miR-548b-5p",-0.797342908064967,2.38202058696164,0.618778484710294,0.431501571131419,0.570609880510541
"hsa-miR-10b-5p",0.271013734568434,5.19576398531161,0.609995121534665,0.434789646976401,0.573779780026234
"hsa-miR-7114-5p",0.623940780270845,2.2249133269559,0.591430863895768,0.441866345329341,0.581926229840686
"hsa-miR-106b-3p",0.127857448370519,11.1401818400575,0.579512875729129,0.446503321451255,0.586832936764507
"hsa-miR-548n",-0.61818889103176,2.71354017875485,0.57642696356877,0.44771625501323,0.587228652196579
"hsa-miR-20a-3p",-0.57670212477085,2.70523073627116,0.563381290936629,0.452901068234303,0.589609005925708
"hsa-miR-361-3p",0.131912783282625,10.6665745484933,0.562652449732784,0.453193500138442,0.589609005925708
"hsa-miR-30a-3p",-0.105487748838142,12.2905647798269,0.562230233391304,0.453363040815097,0.589609005925708
"hsa-miR-6770-3p",-0.865836945368592,2.1413201125523,0.56167428972487,0.453586431354904,0.589609005925708
"hsa-miR-19b-3p",-0.213129533733475,6.66374513155207,0.557935792892391,0.455093140604759,0.589609005925708
"hsa-miR-140-5p",0.166366133092178,6.84166629590115,0.557775513823799,0.455157912878436,0.589609005925708
"hsa-miR-1343-3p",0.332200175624472,4.01092123048043,0.555843354054516,0.455939883464289,0.589609005925708
"hsa-miR-330-5p",-0.243378642070195,5.21835775799005,0.533443430641643,0.465162756623369,0.600330291113126
"hsa-miR-941",0.133452812965508,10.9392589710409,0.522509147932396,0.469773309116236,0.603762173535919
"hsa-miR-6852-5p",-0.557981200418403,2.71280592062902,0.521342960351475,0.470269374913486,0.603762173535919
"hsa-miR-581",-0.587231969159347,2.83064767399358,0.520485888642716,0.470634489309055,0.603762173535919
"hsa-miR-4676-3p",0.553380628113696,2.39147157169287,0.514401252581064,0.473239769414512,0.605897438375638
"hsa-miR-3940-5p",0.717233383538071,2.33954181093321,0.502337586342538,0.478474803872895,0.611384471615366
"hsa-miR-28-3p",0.102971977992324,10.983420378902,0.491947447936791,0.483059876304183,0.616020911564146
"hsa-miR-421",-0.156083153774636,6.36204161043267,0.482294297081159,0.487384928154747,0.620308090378769
"hsa-miR-548aj-5p",-0.409443043896337,3.19740272764862,0.402940882055436,0.525574357968519,0.665576840013106
"hsa-miR-3176",-0.301930170346124,3.78367371868095,0.402314959485302,0.525896130698353,0.665576840013106
"hsa-miR-5000-3p",0.462047280025182,2.54048692800888,0.401262651171442,0.526437890707571,0.665576840013106
"hsa-miR-3179",0.349941596700923,3.67116824881191,0.400003887746205,0.527087249078702,0.665576840013106
"hsa-miR-7706",-0.174495021221436,5.94140338000027,0.395663305850386,0.529337448215725,0.666827936341373
"hsa-miR-193b-5p",-0.553318858542814,2.26491248210211,0.394106102003491,0.530148918333514,0.666827936341373
"hsa-miR-23b-5p",-0.512519500956066,2.48067732903214,0.388977683204537,0.532837264838497,0.667630531844893
"hsa-miR-424-3p",-0.236622053834878,5.02101019982702,0.388933764467109,0.532860393428999,0.667630531844893
"hsa-miR-1909-3p",-0.546678974017105,2.26579635918234,0.368328184445175,0.54391696403325,0.680087110996824
"hsa-miR-5001-5p",0.412282520289324,2.80696626800578,0.365187858482923,0.545639053757735,0.680087110996824
"hsa-miR-10401-3p",-0.291730606490448,4.03134172189149,0.364585456955049,0.545970553393413,0.680087110996824
"hsa-miR-3178",-0.633700932982059,2.02115329031063,0.349092644601689,0.554627211860961,0.688305823920775
"hsa-miR-491-5p",-0.432273538616105,2.6252145057816,0.348953563321853,0.554706091016898,0.688305823920775
"hsa-miR-192-5p",-0.112044030016709,7.72036749543781,0.344880077251723,0.557025802495108,0.689855032320864
"hsa-miR-5010-3p",0.244233288607962,4.12488034410589,0.333433574039459,0.563644235839332,0.696059928985393
"hsa-miR-197-5p",-0.358248839935166,3.05235918749699,0.332488134607313,0.564197644301825,0.696059928985393
"hsa-miR-92b-3p",-0.091629197331452,11.0389663025879,0.329840955876225,0.565752754023481,0.696643926560463
"hsa-miR-5587-3p",0.443815538555731,2.27966427056244,0.314710950396945,0.574803643227643,0.706438065340843
"hsa-miR-4775",-0.481025685754728,2.4762648738308,0.309984355974665,0.577689785297317,0.708116247693874
"hsa-miR-3149",-0.300908432333396,3.45265205080615,0.308880060190086,0.578368239576052,0.708116247693874
"hsa-miR-7111-3p",0.382794095646942,3.06126514124513,0.306360330587158,0.579922267547821,0.708671613473998
"hsa-miR-3661",0.47087578708513,2.27994178032595,0.304076120188506,0.581338271878249,0.709056528578773
"hsa-miR-1299",0.427831350684198,2.43984455408432,0.301406510289903,0.583002005841554,0.709741572328849
"hsa-miR-4479",0.454572604892699,2.28290372130728,0.294219959610422,0.58752888545523,0.71390302308145
"hsa-miR-23a-5p",-0.185252019888928,4.72083624775009,0.272100944959132,0.601925910018228,0.730019371095554
"hsa-miR-3131",-0.433207437082464,2.43143548677216,0.267361513113986,0.605107208261491,0.73116670006403
"hsa-miR-126-3p",0.0935439288893947,9.32607655973085,0.267309045679536,0.605142625984671,0.73116670006403
"hsa-miR-1255a",-0.318866220001677,3.49111021301157,0.255322490101459,0.613352034166009,0.739697958806947
"hsa-miR-3928-3p",-0.204357654542814,4.06058111354669,0.235998114639283,0.627111547136911,0.752880187372666
"hsa-miR-548bc",-0.308358908173018,3.24500404487037,0.235194875504088,0.627698376139526,0.752880187372666
"hsa-miR-548a-3p",-0.287452579248373,3.24334740598942,0.235069826289002,0.627789845681866,0.752880187372666
"hsa-miR-212-3p",0.39041871142142,2.44549541537134,0.22745490802449,0.633417431041325,0.757093309729315
"hsa-miR-9-3p",-0.174417531776276,4.53818221399762,0.2271379243977,0.633654183143014,0.757093309729315
"hsa-let-7b-3p",0.158579915550256,4.89464085446739,0.223975174081432,0.636027585587916,0.7585217872567
"hsa-miR-1972",-0.258077870143683,4.35064952123257,0.220600107347344,0.638583046651199,0.760161704331556
"hsa-miR-382-5p",0.241489052343434,3.25314328863745,0.209585010239501,0.647092863286006,0.768868154537883
"hsa-miR-2277-5p",-0.213196411678569,4.0677260098382,0.20806942539836,0.648284794897625,0.768868154537883
"hsa-miR-365b-5p",0.102652657877204,6.30618499138604,0.20642158036621,0.649586708231277,0.768996029597321
"hsa-miR-3164",-0.330874081436221,2.58596427665321,0.199935304155415,0.654773071704984,0.773155682835603
"hsa-miR-135b-5p",0.317148669890849,2.72383287023368,0.199034183544646,0.655501557186707,0.773155682835603
"hsa-miR-324-5p",0.24146558965635,3.51546522191946,0.18874750374888,0.663961109945975,0.781054071914774
"hsa-miR-769-5p",-0.0770065545327614,7.83418626245098,0.187955572962506,0.664623651256671,0.781054071914774
"hsa-miR-576-3p",-0.103068734141542,6.93050302628918,0.170260372477787,0.67988051004637,0.79446632147079
"hsa-miR-664a-3p",0.220113292103483,3.3365263022129,0.1686771188775,0.681290179865886,0.79446632147079
"hsa-miR-26b-3p",0.339085342094346,3.02346321276794,0.168072972486042,0.681830127208026,0.79446632147079
"hsa-miR-504-5p",-0.156386568748137,4.29895350362706,0.167451439388911,0.682386797917628,0.79446632147079
"hsa-miR-132-5p",0.144431438756318,5.33415078256863,0.166395149898496,0.683335627522182,0.79446632147079
"hsa-miR-610",0.391087544783709,2.54109677628365,0.164897437998071,0.684687012512714,0.79446632147079
"hsa-miR-4746-5p",0.173726535914835,4.45461048819793,0.164612061997401,0.68494531735464,0.79446632147079
"hsa-miR-147b-3p",0.316853691290543,2.62711753626627,0.163553544521237,0.685905706114533,0.79446632147079
"hsa-miR-10a-3p",0.161432660567776,4.16843595186681,0.157427688508481,0.691535908340875,0.798171699402505
"hsa-miR-588",-0.441985821759456,1.95347903783894,0.15737642708201,0.691583553209003,0.798171699402505
"hsa-miR-7977",-0.228186783899108,3.20222669305073,0.155540952692072,0.693295483417319,0.798716084652511
"hsa-miR-4435",0.220625709608754,3.25359936851609,0.153441423004388,0.695268068202881,0.799558278433314
"hsa-miR-151b",0.296295185367325,2.48705424828821,0.14763720797559,0.700803630584144,0.803937984705348
"hsa-miR-1255b-5p",-0.336948851734203,2.62237069643399,0.146840449367437,0.701573210255288,0.803937984705348
"hsa-miR-4742-5p",-0.297588204234368,2.38471090931391,0.1426730887341,0.705637929841552,0.805894791753193
"hsa-miR-4804-5p",-0.297428088825105,2.37884612810869,0.142524974919778,0.705783637498138,0.805894791753193
"hsa-miR-151a-5p",0.087707563800324,7.23600888352471,0.135497528225031,0.712798753710878,0.81096297648646
"hsa-miR-3064-5p",0.260672880617907,2.4948617208096,0.13500071934055,0.713302443812345,0.81096297648646
"hsa-miR-4738-3p",0.283474621207882,2.33629763791269,0.134314390837797,0.714000011906557,0.81096297648646
"hsa-miR-943",0.359634639935505,1.95720478110904,0.123959192904039,0.724779474176999,0.820692859640376
"hsa-miR-29a-5p",-0.140450414109813,4.27488878564899,0.123644114906495,0.725115275054929,0.820692859640376
"hsa-miR-3689f",0.0627782713123823,9.39063146324739,0.116638780892296,0.73270898797641,0.82720376962095
"hsa-miR-4741",0.209085103939335,2.88568013511619,0.115138415817336,0.734368285359822,0.82720376962095
"hsa-miR-3679-5p",0.232388493325161,2.772096840082,0.114820556651598,0.734721360595006,0.82720376962095
"hsa-miR-7851-3p",0.235483652730311,2.6403981545372,0.113525345178036,0.736165731333999,0.827383474658107
"hsa-miR-2355-3p",-0.134139008371801,4.46391530481829,0.103909609123351,0.747187456596134,0.837766225347969
"hsa-miR-1273h-5p",0.211688639827813,2.89192691577722,0.103214608380046,0.748005558346401,0.837766225347969
"hsa-miR-1-3p",-0.261910816475922,2.53341297600716,0.101736196406896,0.74975599539829,0.838268855966144
"hsa-miR-652-3p",-0.0921636894190166,5.58594456609621,0.096178341938463,0.756464888555646,0.844303965736284
"hsa-miR-378h",0.264166107122772,2.49726039728188,0.0927580577655265,0.760699707954718,0.84756161232325
"hsa-miR-483-3p",-0.113246386255159,5.21872168399355,0.0876611028415892,0.767171906460877,0.852753132671947
"hsa-miR-6798-3p",0.243491120447746,2.49176371450831,0.0866825124839359,0.768437795584961,0.852753132671947
"hsa-miR-5001-3p",-0.157987292382732,3.37518778558928,0.0848433021418016,0.770838148803886,0.852753132671947
"hsa-miR-1973",0.245869324761887,2.33540759874421,0.0844394097446468,0.771369039516881,0.852753132671947
"hsa-miR-27a-3p",-0.0476241016189413,12.774513364877,0.0839759460225267,0.771979932216995,0.852753132671947
"hsa-miR-769-3p",0.186496331084233,2.88848621308104,0.0809563781431848,0.776005516384471,0.854381421339978
"hsa-miR-3944-5p",0.312693028416565,2.165031600918,0.0802664192764837,0.776936691892599,0.854381421339978
"hsa-miR-659-5p",-0.17038277073331,2.94738953490057,0.0798992236139214,0.777434026250353,0.854381421339978
"hsa-miR-34c-5p",-0.265853209234356,2.15360499504818,0.0740695473944992,0.785501141209894,0.86177637979416
"hsa-miR-548f-5p",-0.131094846960215,3.60589475798862,0.071676450553084,0.788911328424863,0.864045740655803
"hsa-miR-25-3p",0.0369581813285248,12.8222573303916,0.0704296531514084,0.790712230074927,0.864547837297543
"hsa-miR-30d-5p",-0.0366831284305469,14.3607709950275,0.0673619930597624,0.795217164859194,0.867999752829358
"hsa-miR-3158-3p",-0.0689491210597721,5.74610473789108,0.0662448471804635,0.796884866656431,0.868348314935265
"hsa-miR-331-5p",0.0558979719179721,6.51799389368762,0.0631204814809836,0.801630185480393,0.872043647718535
"hsa-miR-4661-5p",0.0692026988169354,5.90476397441075,0.0596796683521443,0.807002955816584,0.876407931780573
"hsa-miR-1843",-0.0942983702064786,4.55555612131713,0.0553162832341085,0.814058054472969,0.882581459731636
"hsa-miR-6847-5p",0.182927165333464,2.54081132517557,0.0541914711351952,0.815923999717428,0.883117740870628
"hsa-miR-129-2-3p",0.0758751321387391,5.48577895976778,0.0524132113002151,0.818916080703647,0.884869053646223
"hsa-miR-3689a-5p",-0.0469180413263626,7.88211426512199,0.0497743421017063,0.823456401409486,0.887464991678519
"hsa-miR-181b-5p",0.0316245303374553,10.5593324171526,0.049420555381388,0.824074635130054,0.887464991678519
"hsa-miR-1284",-0.105019037870513,3.6729907001031,0.0475854267738771,0.827319376559894,0.889471917369903
"hsa-miR-629-3p",0.104738963405192,3.76978722023835,0.0416592513659371,0.838270680777428,0.899374695576283
"hsa-miR-378e",-0.0531708044068336,5.75678534764946,0.0410146134306835,0.83950971697794,0.899374695576283
"hsa-miR-6805-5p",0.140432254041206,2.54023296871652,0.0403900758278954,0.840719824125656,0.899374695576283
"hsa-miR-548ay-5p",-0.102754562797348,3.42903776985552,0.0388015399806205,0.843842355394036,0.901218037933266
"hsa-miR-7515",-0.159072249411781,2.32721976828611,0.038097557602391,0.845247372738156,0.901224019939358
"hsa-miR-628-5p",0.135483375170312,2.91164312001344,0.0316475162770775,0.858803483576717,0.914164369294885
"hsa-miR-2355-5p",-0.204951137654468,1.87916590887822,0.0300362749691239,0.862407947743511,0.916159884755163
"hsa-miR-942-5p",0.0615906837905372,4.97345271029905,0.0295464514249968,0.863523369637242,0.916159884755163
"hsa-miR-183-5p",0.0302382863810374,10.6738371815207,0.0275586153802108,0.868150750874231,0.917840506866059
"hsa-miR-425-5p",-0.0280459585217457,8.74698211037138,0.0272476656766245,0.868889932746289,0.917840506866059
"hsa-miR-29a-3p",0.0239036949078957,12.4253563837795,0.0257349992015534,0.872549197917636,0.917840506866059
"hsa-miR-4788",-0.08714587033955,3.53095562037398,0.0256647044012981,0.872721895957742,0.917840506866059
"hsa-miR-3074-3p",-0.106727444173085,2.79769125145188,0.0255656837428484,0.872965578820466,0.917840506866059
"hsa-miR-146b-3p",0.13483634114873,2.22293756025195,0.0247818406616314,0.874911889216539,0.917840506866059
"hsa-miR-548l",0.091474274820416,3.40096851853227,0.0247131432722139,0.875083961515155,0.917840506866059
"hsa-miR-3140-3p",-0.118811962284525,2.49429580508943,0.0225248828560538,0.880699195265907,0.922228100408527
"hsa-miR-422a",-0.0476529855439421,5.26007442580663,0.0215009100031143,0.883422584288048,0.923578156301141
"hsa-miR-3157-3p",-0.108841226162565,2.4831399378253,0.0200638673419857,0.887358855243725,0.926189793803823
"hsa-miR-3613-5p",0.0413366850701711,4.93754909703395,0.0160205762434495,0.899278830935539,0.935928805269473
"hsa-miR-2682-5p",-0.0342537689455749,6.21596733816893,0.0159192491468847,0.89959616531336,0.935928805269473
"hsa-miR-3605-3p",-0.0570999930503273,4.41599059005603,0.0146371037636861,0.903703788420866,0.938685870553286
"hsa-miR-130b-3p",0.0421506815133185,4.36006095384212,0.0128998449654995,0.909572736669762,0.942267617618261
"hsa-miR-4665-5p",-0.0781891626919475,2.62792872982507,0.0124743005952408,0.911070470491078,0.942267617618261
"hsa-miR-3944-3p",0.088276163036182,2.90685281874859,0.0123246464471949,0.911603322593889,0.942267617618261
"hsa-miR-576-5p",0.0344233564602162,5.22322550010564,0.0117180534223573,0.913797416938777,0.942267617618261
"hsa-miR-222-3p",-0.0170610346099537,15.1103845062601,0.0111994766247676,0.915719154223749,0.942267617618261
"hsa-miR-29c-5p",0.098483734295564,2.43785262189958,0.0111430513412394,0.915930945076136,0.942267617618261
"hsa-miR-224-5p",0.128894705949108,1.80263394892591,0.00991555240349307,0.92068026013932,0.945642882822523
"hsa-miR-583",-0.0582149080089703,2.62999950404021,0.00648013513229717,0.935840163659271,0.959683225153775
"hsa-miR-4466",-0.0462923398027605,3.09892392255301,0.00524438665821236,0.942269150947578,0.964739798426455
"hsa-miR-1285-3p",-0.0211402644208991,5.48016357907363,0.00394533743955705,0.949916272904231,0.970126072901806
"hsa-miR-409-3p",-0.0230853864135256,5.79150116455837,0.00384712252602704,0.95054278261031,0.970126072901806
"hsa-miR-511-5p",0.0462835777455471,2.58443011666054,0.00348022407467585,0.952957345882852,0.971051472703413
"hsa-miR-23a-3p",-0.0107273953453968,11.0732902050815,0.00303224666878421,0.956086011043872,0.971998412555106
"hsa-miR-3909",0.0238093775670878,5.12845883123053,0.00292005380616622,0.956905269503008,0.971998412555106
"hsa-miR-345-5p",0.0151554543539474,5.36914028301443,0.00219736232963896,0.962612031177491,0.976255351304416
"hsa-miR-125b-2-3p",-0.0279627168806736,3.08921795121798,0.00194488269544291,0.964824035805964,0.97696018719975
"hsa-miR-199b-5p",-0.0379591192670866,2.27847531642612,0.00137624640193224,0.970407030068257,0.981070843585491
"hsa-miR-6777-3p",-0.0323724133196994,2.08801164969294,0.00118098512183806,0.972585722862797,0.981732297058998
"hsa-miR-212-5p",-0.0100563313914403,5.69989382790698,0.00104453818534722,0.974217405326914,0.981840389719143
"hsa-miR-6500-3p",-0.0252381074172621,2.27368815335051,0.000908707370080641,0.975951592841949,0.982051290297211
"hsa-miR-3144-5p",-0.0222173313597912,2.27246626334462,0.000736265261145563,0.978352690504895,0.982931564251407
"hsa-miR-548s",-0.016888885359574,2.26919368529447,0.000387386409773427,0.984296942800238,0.987363288416438
"hsa-miR-873-3p",0.011707811397424,2.58240737165167,0.000273595603842658,0.986803012183711,0.988337698050248
"hsa-miR-10399-3p",-0.00430959170317061,2.43852610190863,2.38541896298017e-05,0.996103087372995,0.996103087372995
